ID,Name,Age,Gender,Sales,Profit,Date,Category,Discount,Profit Margin,Mature Status
88,Alice,35.0,Male,200.0,20.0,2023-02-15,Electronics,15.0,0.1,Mature
90,Charlie,35.0,Other,200.0,40.0,2023-01-01,Grocery,10.0,0.2,Mature
91,Charlie,25.0,Male,100.0,10.0,2023-01-01,Grocery,20.0,0.1,Mature
94,Charlie,25.0,Other,200.0,10.0,2023-02-15,Furniture,0.0,0.05,Mature
101,David,30.0,Other,100.0,20.0,2023-01-01,Furniture,20.0,0.2,Mature
107,Charlie,25.0,Male,200.0,30.0,2023-01-01,Furniture,5.0,0.15,Mature
109,Charlie,20.0,Other,300.0,10.0,2023-01-01,Furniture,5.0,0.03333333333333333,Not Mature
113,Eve,35.0,Other,300.0,40.0,2023-01-01,Furniture,0.0,0.13333333333333333,Mature
116,Eve,20.0,Female,400.0,10.0,2023-01-01,Clothing,10.0,0.025,Not Mature
118,Charlie,25.0,Female,200.0,20.0,2023-02-15,Clothing,0.0,0.1,Mature
123,Eve,20.0,Female,300.0,40.0,2023-01-01,Furniture,0.0,0.13333333333333333,Not Mature
124,Charlie,25.0,Other,200.0,40.0,2023-02-15,Furniture,5.0,0.2,Mature
126,David,25.0,Other,100.0,20.0,2023-02-15,Clothing,10.0,0.2,Mature
127,Eve,20.0,Other,100.0,30.0,2023-01-01,Grocery,15.0,0.3,Not Mature
129,Eve,25.0,Male,100.0,40.0,2023-02-15,Electronics,10.0,0.4,Mature
131,Charlie,30.0,Other,200.0,20.0,2023-01-01,Clothing,0.0,0.1,Mature
133,David,25.0,Female,300.0,30.0,2023-01-01,Electronics,0.0,0.1,Mature
138,Bob,20.0,Male,400.0,30.0,2023-01-01,Furniture,0.0,0.075,Not Mature
139,Bob,35.0,Other,400.0,20.0,2023-01-01,Grocery,15.0,0.05,Mature
141,Alice,20.0,Female,100.0,10.0,2023-01-01,Furniture,15.0,0.1,Not Mature
143,David,20.0,Other,100.0,10.0,2023-02-15,Clothing,20.0,0.1,Not Mature
144,David,25.0,Other,200.0,30.0,2023-01-01,Grocery,0.0,0.15,Mature
147,David,25.0,Female,200.0,10.0,2023-01-01,Grocery,5.0,0.05,Mature
149,Bob,30.0,Male,200.0,20.0,2023-02-15,Clothing,15.0,0.1,Mature
151,Alice,35.0,Other,100.0,40.0,2023-02-15,Furniture,0.0,0.4,Mature
166,Bob,25.0,Female,400.0,20.0,2023-01-01,Clothing,20.0,0.05,Mature
173,Bob,35.0,Female,100.0,40.0,2023-01-01,Electronics,10.0,0.4,Mature
174,David,20.0,Male,100.0,40.0,2023-01-01,Clothing,0.0,0.4,Not Mature
179,Eve,25.0,Other,200.0,40.0,2023-01-01,Grocery,10.0,0.2,Mature
181,Alice,25.0,Other,300.0,20.0,2023-01-01,Electronics,5.0,0.06666666666666667,Mature
185,Bob,35.0,Male,200.0,10.0,2023-02-15,Furniture,5.0,0.05,Mature
186,David,25.0,Male,300.0,40.0,2023-02-15,Electronics,20.0,0.13333333333333333,Mature
188,Alice,35.0,Other,400.0,20.0,2023-01-01,Furniture,15.0,0.05,Mature
191,Bob,25.0,Male,400.0,40.0,2023-01-01,Clothing,0.0,0.1,Mature
193,David,20.0,Male,200.0,40.0,2023-01-01,Electronics,0.0,0.2,Not Mature
198,Alice,25.0,Male,400.0,20.0,2023-01-01,Electronics,15.0,0.05,Mature
203,Alice,20.0,Other,200.0,10.0,2023-02-15,Clothing,10.0,0.05,Not Mature
206,Charlie,20.0,Other,400.0,20.0,2023-01-01,Clothing,20.0,0.05,Not Mature
207,Eve,35.0,Female,400.0,20.0,2023-02-15,Clothing,20.0,0.05,Mature
208,Charlie,30.0,Other,100.0,10.0,2023-01-01,Electronics,20.0,0.1,Mature
210,David,30.0,Male,300.0,20.0,2023-02-15,Clothing,15.0,0.06666666666666667,Mature
211,Charlie,35.0,Male,100.0,30.0,2023-01-01,Clothing,15.0,0.3,Mature
217,David,25.0,Male,100.0,30.0,2023-02-15,Clothing,10.0,0.3,Mature
220,Alice,35.0,Other,400.0,20.0,2023-02-15,Furniture,20.0,0.05,Mature
223,Charlie,20.0,Female,400.0,20.0,2023-01-01,Clothing,20.0,0.05,Not Mature
225,Alice,35.0,Female,100.0,40.0,2023-02-15,Electronics,0.0,0.4,Mature
228,Bob,25.0,Female,200.0,20.0,2023-01-01,Grocery,10.0,0.1,Mature
229,Charlie,25.0,Male,300.0,10.0,2023-01-01,Furniture,15.0,0.03333333333333333,Mature
232,Alice,30.0,Male,200.0,40.0,2023-01-01,Clothing,10.0,0.2,Mature
237,Alice,20.0,Other,400.0,30.0,2023-02-15,Grocery,0.0,0.075,Not Mature
240,Eve,35.0,Female,200.0,20.0,2023-02-15,Grocery,0.0,0.1,Mature
243,Alice,20.0,Other,200.0,20.0,2023-01-01,Grocery,5.0,0.1,Not Mature
244,Charlie,30.0,Other,200.0,20.0,2023-02-15,Furniture,5.0,0.1,Mature
246,Charlie,30.0,Other,100.0,10.0,2023-02-15,Grocery,5.0,0.1,Mature
247,David,25.0,Male,200.0,30.0,2023-02-15,Clothing,0.0,0.15,Mature
249,David,35.0,Other,200.0,20.0,2023-02-15,Grocery,5.0,0.1,Mature
252,David,25.0,Other,200.0,20.0,2023-02-15,Clothing,15.0,0.1,Mature
255,Alice,35.0,Male,300.0,20.0,2023-02-15,Grocery,10.0,0.06666666666666667,Mature
256,Charlie,30.0,Other,200.0,40.0,2023-01-01,Electronics,10.0,0.2,Mature
257,Alice,30.0,Other,100.0,10.0,2023-02-15,Grocery,0.0,0.1,Mature
259,Bob,25.0,Female,300.0,20.0,2023-02-15,Electronics,5.0,0.06666666666666667,Mature
260,Bob,30.0,Other,400.0,30.0,2023-02-15,Furniture,0.0,0.075,Mature
262,Charlie,25.0,Female,400.0,20.0,2023-02-15,Clothing,15.0,0.05,Mature
264,Alice,20.0,Male,100.0,20.0,2023-02-15,Furniture,0.0,0.2,Not Mature
267,David,25.0,Female,200.0,20.0,2023-02-15,Electronics,10.0,0.1,Mature
268,Alice,25.0,Male,100.0,10.0,2023-02-15,Grocery,15.0,0.1,Mature
272,Alice,25.0,Other,200.0,10.0,2023-02-15,Furniture,10.0,0.05,Mature
273,Alice,25.0,Male,200.0,10.0,2023-01-01,Clothing,20.0,0.05,Mature
276,Charlie,30.0,Female,200.0,20.0,2023-02-15,Electronics,20.0,0.1,Mature
283,Alice,35.0,Other,400.0,30.0,2023-02-15,Clothing,5.0,0.075,Mature
284,David,30.0,Female,400.0,10.0,2023-01-01,Clothing,5.0,0.025,Mature
285,Alice,25.0,Female,100.0,10.0,2023-01-01,Grocery,15.0,0.1,Mature
287,David,30.0,Female,200.0,30.0,2023-01-01,Clothing,5.0,0.15,Mature
290,David,30.0,Other,300.0,20.0,2023-01-01,Clothing,20.0,0.06666666666666667,Mature
295,David,35.0,Other,200.0,10.0,2023-01-01,Clothing,15.0,0.05,Mature
303,Alice,20.0,Female,100.0,20.0,2023-02-15,Grocery,5.0,0.2,Not Mature
304,Eve,35.0,Female,200.0,40.0,2023-02-15,Clothing,5.0,0.2,Mature
306,David,35.0,Female,400.0,10.0,2023-02-15,Furniture,5.0,0.025,Mature
307,Alice,30.0,Other,400.0,20.0,2023-02-15,Clothing,5.0,0.05,Mature
308,David,30.0,Female,200.0,40.0,2023-01-01,Furniture,20.0,0.2,Mature
310,Eve,25.0,Female,100.0,10.0,2023-01-01,Grocery,15.0,0.1,Mature
312,Charlie,20.0,Other,200.0,20.0,2023-01-01,Electronics,0.0,0.1,Not Mature
314,Alice,20.0,Female,200.0,30.0,2023-02-15,Clothing,10.0,0.15,Not Mature
315,Bob,25.0,Other,200.0,40.0,2023-01-01,Electronics,20.0,0.2,Mature
316,Bob,20.0,Male,300.0,40.0,2023-02-15,Grocery,10.0,0.13333333333333333,Not Mature
318,Bob,35.0,Other,200.0,20.0,2023-02-15,Clothing,20.0,0.1,Mature
321,Bob,25.0,Male,100.0,20.0,2023-01-01,Furniture,10.0,0.2,Mature
322,Bob,30.0,Other,100.0,10.0,2023-01-01,Furniture,10.0,0.1,Mature
323,Bob,35.0,Female,400.0,10.0,2023-02-15,Furniture,0.0,0.025,Mature
328,Eve,30.0,Other,300.0,20.0,2023-02-15,Clothing,0.0,0.06666666666666667,Mature
329,Bob,20.0,Male,200.0,20.0,2023-01-01,Grocery,10.0,0.1,Not Mature
331,Charlie,20.0,Male,100.0,30.0,2023-02-15,Electronics,5.0,0.3,Not Mature
333,Alice,30.0,Other,200.0,10.0,2023-01-01,Furniture,0.0,0.05,Mature
335,David,35.0,Male,400.0,10.0,2023-02-15,Grocery,15.0,0.025,Mature
339,Eve,30.0,Male,200.0,30.0,2023-01-01,Furniture,20.0,0.15,Mature
340,David,35.0,Other,300.0,40.0,2023-01-01,Grocery,15.0,0.13333333333333333,Mature
341,Alice,25.0,Other,400.0,20.0,2023-01-01,Clothing,10.0,0.05,Mature
342,David,25.0,Female,100.0,30.0,2023-01-01,Grocery,10.0,0.3,Mature
352,Bob,20.0,Female,200.0,20.0,2023-01-01,Grocery,20.0,0.1,Not Mature
357,David,25.0,Male,100.0,40.0,2023-01-01,Grocery,20.0,0.4,Mature
367,David,35.0,Other,100.0,40.0,2023-01-01,Grocery,15.0,0.4,Mature
368,Charlie,25.0,Female,200.0,40.0,2023-02-15,Electronics,20.0,0.2,Mature
369,David,35.0,Female,100.0,40.0,2023-02-15,Grocery,20.0,0.4,Mature
373,Bob,25.0,Female,100.0,20.0,2023-01-01,Electronics,20.0,0.2,Mature
379,Bob,30.0,Other,100.0,10.0,2023-02-15,Grocery,5.0,0.1,Mature
381,Bob,30.0,Male,200.0,10.0,2023-01-01,Clothing,5.0,0.05,Mature
382,Eve,35.0,Other,400.0,10.0,2023-02-15,Electronics,0.0,0.025,Mature
383,Alice,25.0,Other,300.0,20.0,2023-02-15,Furniture,5.0,0.06666666666666667,Mature
384,David,35.0,Female,200.0,20.0,2023-02-15,Grocery,0.0,0.1,Mature
387,Bob,30.0,Other,400.0,20.0,2023-01-01,Furniture,0.0,0.05,Mature
389,Alice,25.0,Other,200.0,30.0,2023-02-15,Furniture,5.0,0.15,Mature
395,Eve,30.0,Female,100.0,10.0,2023-01-01,Clothing,0.0,0.1,Mature
396,Eve,35.0,Female,200.0,40.0,2023-01-01,Grocery,0.0,0.2,Mature
397,Eve,25.0,Other,200.0,20.0,2023-01-01,Clothing,15.0,0.1,Mature
399,David,25.0,Other,400.0,10.0,2023-02-15,Grocery,5.0,0.025,Mature
401,Charlie,35.0,Other,200.0,20.0,2023-01-01,Clothing,5.0,0.1,Mature
403,Alice,25.0,Male,200.0,30.0,2023-02-15,Electronics,20.0,0.15,Mature
404,Eve,35.0,Other,100.0,30.0,2023-02-15,Electronics,20.0,0.3,Mature
406,Eve,35.0,Male,200.0,30.0,2023-01-01,Grocery,20.0,0.15,Mature
415,Alice,25.0,Other,100.0,20.0,2023-01-01,Furniture,0.0,0.2,Mature
416,Eve,35.0,Other,200.0,10.0,2023-02-15,Furniture,20.0,0.05,Mature
417,Bob,30.0,Other,200.0,40.0,2023-02-15,Clothing,10.0,0.2,Mature
423,Bob,20.0,Other,400.0,20.0,2023-02-15,Electronics,5.0,0.05,Not Mature
427,Alice,30.0,Other,200.0,20.0,2023-02-15,Furniture,15.0,0.1,Mature
430,David,35.0,Other,100.0,40.0,2023-02-15,Electronics,15.0,0.4,Mature
431,Bob,25.0,Other,300.0,10.0,2023-01-01,Furniture,0.0,0.03333333333333333,Mature
432,Alice,20.0,Male,300.0,20.0,2023-02-15,Furniture,0.0,0.06666666666666667,Not Mature
433,David,30.0,Female,200.0,20.0,2023-01-01,Clothing,20.0,0.1,Mature
434,Charlie,25.0,Male,300.0,10.0,2023-01-01,Clothing,5.0,0.03333333333333333,Mature
436,David,35.0,Male,200.0,30.0,2023-01-01,Furniture,15.0,0.15,Mature
437,Bob,25.0,Other,200.0,10.0,2023-01-01,Furniture,10.0,0.05,Mature
440,Alice,30.0,Other,200.0,40.0,2023-01-01,Electronics,5.0,0.2,Mature
445,Eve,25.0,Male,400.0,10.0,2023-02-15,Clothing,10.0,0.025,Mature
446,David,20.0,Other,200.0,10.0,2023-02-15,Clothing,15.0,0.05,Not Mature
449,Alice,25.0,Male,100.0,40.0,2023-02-15,Clothing,5.0,0.4,Mature
452,David,30.0,Other,300.0,20.0,2023-02-15,Clothing,0.0,0.06666666666666667,Mature
454,Eve,35.0,Other,100.0,40.0,2023-02-15,Electronics,5.0,0.4,Mature
456,Bob,25.0,Male,300.0,40.0,2023-02-15,Furniture,0.0,0.13333333333333333,Mature
458,Charlie,25.0,Male,300.0,20.0,2023-01-01,Electronics,0.0,0.06666666666666667,Mature
459,Bob,35.0,Female,200.0,40.0,2023-01-01,Clothing,15.0,0.2,Mature
460,Charlie,25.0,Other,200.0,40.0,2023-02-15,Furniture,20.0,0.2,Mature
461,Alice,20.0,Female,200.0,10.0,2023-02-15,Electronics,5.0,0.05,Not Mature
466,Bob,35.0,Female,100.0,20.0,2023-01-01,Grocery,15.0,0.2,Mature
469,Alice,20.0,Female,300.0,40.0,2023-01-01,Clothing,20.0,0.13333333333333333,Not Mature
470,David,25.0,Female,200.0,40.0,2023-01-01,Grocery,15.0,0.2,Mature
474,Eve,25.0,Other,200.0,10.0,2023-02-15,Furniture,15.0,0.05,Mature
475,Charlie,25.0,Other,200.0,30.0,2023-01-01,Clothing,15.0,0.15,Mature
476,Eve,30.0,Male,200.0,20.0,2023-02-15,Furniture,0.0,0.1,Mature
477,David,25.0,Male,100.0,20.0,2023-02-15,Grocery,15.0,0.2,Mature
483,Bob,30.0,Female,200.0,20.0,2023-01-01,Grocery,5.0,0.1,Mature
486,Charlie,25.0,Male,300.0,20.0,2023-02-15,Grocery,0.0,0.06666666666666667,Mature
491,Alice,30.0,Male,100.0,40.0,2023-02-15,Electronics,0.0,0.4,Mature
493,David,25.0,Female,400.0,10.0,2023-02-15,Electronics,15.0,0.025,Mature
496,Alice,30.0,Male,300.0,20.0,2023-01-01,Grocery,20.0,0.06666666666666667,Mature
499,Alice,25.0,Female,200.0,20.0,2023-02-15,Electronics,20.0,0.1,Mature
502,Alice,20.0,Other,100.0,30.0,2023-01-01,Clothing,20.0,0.3,Not Mature
504,Charlie,25.0,Other,200.0,10.0,2023-01-01,Grocery,10.0,0.05,Mature
505,Charlie,25.0,Other,200.0,20.0,2023-01-01,Furniture,5.0,0.1,Mature
510,Alice,25.0,Other,200.0,40.0,2023-02-15,Electronics,0.0,0.2,Mature
511,Charlie,35.0,Male,400.0,20.0,2023-01-01,Grocery,0.0,0.05,Mature
512,David,20.0,Other,300.0,20.0,2023-01-01,Clothing,15.0,0.06666666666666667,Not Mature
513,Alice,25.0,Other,400.0,30.0,2023-01-01,Furniture,20.0,0.075,Mature
516,Charlie,20.0,Other,200.0,30.0,2023-01-01,Grocery,10.0,0.15,Not Mature
518,Eve,35.0,Other,300.0,40.0,2023-01-01,Electronics,0.0,0.13333333333333333,Mature
520,Charlie,20.0,Male,400.0,10.0,2023-01-01,Electronics,20.0,0.025,Not Mature
522,Alice,25.0,Male,400.0,20.0,2023-02-15,Electronics,15.0,0.05,Mature
525,Eve,20.0,Female,400.0,40.0,2023-01-01,Furniture,20.0,0.1,Not Mature
531,Bob,25.0,Male,200.0,20.0,2023-01-01,Electronics,0.0,0.1,Mature
540,David,30.0,Other,300.0,20.0,2023-02-15,Electronics,5.0,0.06666666666666667,Mature
544,David,20.0,Other,200.0,10.0,2023-01-01,Clothing,10.0,0.05,Not Mature
545,Alice,35.0,Male,400.0,30.0,2023-01-01,Grocery,5.0,0.075,Mature
549,Alice,25.0,Male,200.0,10.0,2023-02-15,Furniture,10.0,0.05,Mature
550,Bob,25.0,Other,100.0,10.0,2023-02-15,Furniture,10.0,0.1,Mature
555,Eve,25.0,Other,300.0,20.0,2023-01-01,Electronics,5.0,0.06666666666666667,Mature
558,Eve,25.0,Female,400.0,20.0,2023-02-15,Clothing,20.0,0.05,Mature
561,Alice,35.0,Female,300.0,20.0,2023-02-15,Electronics,20.0,0.06666666666666667,Mature
565,David,30.0,Female,200.0,40.0,2023-01-01,Grocery,15.0,0.2,Mature
567,Charlie,30.0,Other,200.0,30.0,2023-01-01,Furniture,20.0,0.15,Mature
569,David,25.0,Male,200.0,10.0,2023-02-15,Grocery,5.0,0.05,Mature
572,Bob,20.0,Other,200.0,30.0,2023-02-15,Grocery,0.0,0.15,Not Mature
574,Charlie,30.0,Other,100.0,30.0,2023-02-15,Electronics,15.0,0.3,Mature
575,Eve,30.0,Male,200.0,10.0,2023-02-15,Clothing,10.0,0.05,Mature
576,Eve,30.0,Male,300.0,10.0,2023-01-01,Electronics,15.0,0.03333333333333333,Mature
580,David,35.0,Other,300.0,20.0,2023-02-15,Electronics,5.0,0.06666666666666667,Mature
583,Alice,20.0,Other,400.0,20.0,2023-02-15,Clothing,5.0,0.05,Not Mature
585,Charlie,35.0,Other,300.0,20.0,2023-02-15,Electronics,15.0,0.06666666666666667,Mature
588,Alice,25.0,Female,200.0,40.0,2023-02-15,Clothing,20.0,0.2,Mature
591,Alice,25.0,Male,400.0,30.0,2023-02-15,Clothing,10.0,0.075,Mature
596,Eve,35.0,Male,300.0,10.0,2023-02-15,Grocery,10.0,0.03333333333333333,Mature
599,Eve,35.0,Male,100.0,30.0,2023-01-01,Grocery,20.0,0.3,Mature
601,Charlie,35.0,Other,300.0,30.0,2023-02-15,Grocery,20.0,0.1,Mature
603,Eve,25.0,Other,200.0,40.0,2023-01-01,Clothing,10.0,0.2,Mature
604,David,25.0,Female,300.0,10.0,2023-01-01,Clothing,20.0,0.03333333333333333,Mature
608,Alice,30.0,Other,300.0,10.0,2023-02-15,Electronics,15.0,0.03333333333333333,Mature
611,Alice,25.0,Other,100.0,20.0,2023-01-01,Electronics,15.0,0.2,Mature
614,Charlie,20.0,Female,100.0,20.0,2023-02-15,Furniture,0.0,0.2,Not Mature
615,Alice,25.0,Other,300.0,20.0,2023-02-15,Clothing,0.0,0.06666666666666667,Mature
618,Bob,25.0,Male,100.0,20.0,2023-01-01,Grocery,0.0,0.2,Mature
619,David,35.0,Other,300.0,40.0,2023-02-15,Furniture,5.0,0.13333333333333333,Mature
622,Bob,30.0,Other,200.0,20.0,2023-01-01,Clothing,10.0,0.1,Mature
629,David,25.0,Female,200.0,40.0,2023-02-15,Clothing,0.0,0.2,Mature
632,Alice,25.0,Other,300.0,30.0,2023-02-15,Grocery,0.0,0.1,Mature
633,David,25.0,Other,200.0,10.0,2023-01-01,Electronics,10.0,0.05,Mature
636,Alice,20.0,Other,200.0,30.0,2023-01-01,Electronics,15.0,0.15,Not Mature
638,Eve,25.0,Male,300.0,20.0,2023-02-15,Clothing,20.0,0.06666666666666667,Mature
639,David,25.0,Male,300.0,30.0,2023-01-01,Clothing,5.0,0.1,Mature
640,Eve,35.0,Male,100.0,30.0,2023-01-01,Electronics,20.0,0.3,Mature
643,Eve,20.0,Male,200.0,20.0,2023-01-01,Clothing,20.0,0.1,Not Mature
644,Charlie,25.0,Other,300.0,30.0,2023-02-15,Grocery,0.0,0.1,Mature
647,Charlie,25.0,Other,400.0,10.0,2023-01-01,Grocery,10.0,0.025,Mature
648,Eve,20.0,Other,200.0,20.0,2023-01-01,Clothing,20.0,0.1,Not Mature
650,Bob,20.0,Female,100.0,40.0,2023-02-15,Furniture,10.0,0.4,Not Mature
651,Bob,25.0,Female,200.0,30.0,2023-01-01,Electronics,5.0,0.15,Mature
653,Charlie,30.0,Other,200.0,30.0,2023-01-01,Clothing,5.0,0.15,Mature
655,Eve,30.0,Other,400.0,20.0,2023-02-15,Electronics,5.0,0.05,Mature
664,Charlie,25.0,Other,100.0,10.0,2023-02-15,Grocery,0.0,0.1,Mature
665,Charlie,30.0,Female,400.0,20.0,2023-01-01,Furniture,5.0,0.05,Mature
667,Eve,35.0,Other,100.0,30.0,2023-01-01,Clothing,5.0,0.3,Mature
669,Bob,25.0,Male,200.0,20.0,2023-01-01,Grocery,20.0,0.1,Mature
670,Alice,20.0,Male,300.0,40.0,2023-01-01,Electronics,15.0,0.13333333333333333,Not Mature
671,Charlie,35.0,Male,300.0,20.0,2023-02-15,Clothing,15.0,0.06666666666666667,Mature
674,David,20.0,Female,400.0,10.0,2023-01-01,Furniture,10.0,0.025,Not Mature
677,Eve,30.0,Other,300.0,10.0,2023-01-01,Grocery,0.0,0.03333333333333333,Mature
685,Charlie,20.0,Male,300.0,40.0,2023-01-01,Furniture,5.0,0.13333333333333333,Not Mature
686,Alice,25.0,Female,400.0,20.0,2023-02-15,Electronics,10.0,0.05,Mature
689,Alice,25.0,Other,200.0,20.0,2023-01-01,Clothing,5.0,0.1,Mature
692,Eve,25.0,Male,200.0,40.0,2023-02-15,Electronics,15.0,0.2,Mature
693,David,25.0,Other,400.0,40.0,2023-01-01,Furniture,10.0,0.1,Mature
697,David,25.0,Other,200.0,30.0,2023-02-15,Clothing,10.0,0.15,Mature
700,Bob,35.0,Other,100.0,30.0,2023-01-01,Electronics,10.0,0.3,Mature
704,David,25.0,Other,200.0,30.0,2023-02-15,Clothing,0.0,0.15,Mature
706,David,35.0,Female,400.0,20.0,2023-02-15,Furniture,10.0,0.05,Mature
707,Eve,20.0,Male,100.0,30.0,2023-02-15,Furniture,15.0,0.3,Not Mature
712,Eve,20.0,Other,100.0,20.0,2023-02-15,Electronics,0.0,0.2,Not Mature
717,Bob,25.0,Other,400.0,40.0,2023-01-01,Grocery,15.0,0.1,Mature
723,Bob,35.0,Other,300.0,30.0,2023-02-15,Clothing,10.0,0.1,Mature
725,Alice,25.0,Female,200.0,20.0,2023-01-01,Grocery,0.0,0.1,Mature
726,Alice,25.0,Other,400.0,20.0,2023-02-15,Electronics,10.0,0.05,Mature
732,Eve,30.0,Male,400.0,20.0,2023-01-01,Electronics,10.0,0.05,Mature
734,Bob,25.0,Male,100.0,20.0,2023-02-15,Electronics,10.0,0.2,Mature
736,Bob,25.0,Other,200.0,20.0,2023-02-15,Clothing,10.0,0.1,Mature
737,Alice,25.0,Other,200.0,30.0,2023-02-15,Furniture,0.0,0.15,Mature
738,David,35.0,Male,200.0,40.0,2023-02-15,Grocery,10.0,0.2,Mature
739,David,25.0,Other,100.0,20.0,2023-02-15,Grocery,5.0,0.2,Mature
745,Charlie,35.0,Female,100.0,10.0,2023-02-15,Furniture,15.0,0.1,Mature
746,Charlie,25.0,Male,200.0,10.0,2023-01-01,Furniture,10.0,0.05,Mature
747,Charlie,35.0,Female,200.0,20.0,2023-02-15,Electronics,20.0,0.1,Mature
749,Alice,25.0,Male,100.0,20.0,2023-02-15,Electronics,15.0,0.2,Mature
752,David,25.0,Male,200.0,30.0,2023-02-15,Clothing,20.0,0.15,Mature
753,Alice,20.0,Other,200.0,20.0,2023-02-15,Grocery,5.0,0.1,Not Mature
754,Charlie,25.0,Other,200.0,30.0,2023-01-01,Electronics,5.0,0.15,Mature
755,Charlie,35.0,Other,100.0,20.0,2023-02-15,Furniture,20.0,0.2,Mature
756,Charlie,35.0,Other,200.0,20.0,2023-02-15,Grocery,10.0,0.1,Mature
757,Eve,20.0,Other,200.0,20.0,2023-01-01,Clothing,15.0,0.1,Not Mature
758,Bob,25.0,Male,200.0,40.0,2023-02-15,Clothing,5.0,0.2,Mature
759,Eve,25.0,Female,300.0,10.0,2023-02-15,Grocery,15.0,0.03333333333333333,Mature
760,Bob,20.0,Male,100.0,10.0,2023-02-15,Clothing,20.0,0.1,Not Mature
761,Charlie,25.0,Male,200.0,30.0,2023-02-15,Electronics,10.0,0.15,Mature
764,Eve,25.0,Other,300.0,40.0,2023-02-15,Furniture,20.0,0.13333333333333333,Mature
765,Bob,30.0,Other,200.0,20.0,2023-01-01,Clothing,10.0,0.1,Mature
766,David,25.0,Male,200.0,20.0,2023-02-15,Furniture,0.0,0.1,Mature
768,Eve,25.0,Other,400.0,10.0,2023-01-01,Clothing,10.0,0.025,Mature
769,Eve,30.0,Other,200.0,20.0,2023-01-01,Furniture,20.0,0.1,Mature
770,Alice,35.0,Female,400.0,10.0,2023-02-15,Electronics,10.0,0.025,Mature
774,Bob,35.0,Other,300.0,40.0,2023-02-15,Clothing,20.0,0.13333333333333333,Mature
780,Alice,30.0,Female,400.0,20.0,2023-02-15,Grocery,0.0,0.05,Mature
783,Alice,35.0,Female,200.0,20.0,2023-01-01,Furniture,15.0,0.1,Mature
784,Charlie,30.0,Other,300.0,20.0,2023-02-15,Grocery,15.0,0.06666666666666667,Mature
786,Alice,20.0,Other,100.0,30.0,2023-01-01,Electronics,0.0,0.3,Not Mature
787,Bob,30.0,Male,200.0,20.0,2023-01-01,Clothing,0.0,0.1,Mature
